arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,quantity_numeric,arrival_quantity_qtl,quantity_quality,mandi_name,district,state,mandi_type
ARR0010971,2026-03-08,MANDI030,Sugarcane,Local,235.91 qtl,QTL,43.0,235.91,235.91,VALID,Patiala APMC,Sirsa,,Unknown
ARR0009747,2026-02-26,MANDI024,Cotton,,425.05,QTL,,425.05,425.05,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0014353,2026-07-29,MANDI051,Sugarcane,,384.18,QTL,65.0,384.18,384.18,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0020659,2026-03-25,MANDI005,Cotton,Pusa-1121,35609.0,KG,87.0,35609.0,356.09,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0009121,2026-07-02,MANDI034,Sugarcane,Hybrid,23.511000000000003,TONNE,145.0,23.51,235.1,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0020719,2026-01-06,MANDI057,Cotton,,3484.0000000000005,KG,61.0,3484.0,34.84,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0019696,2026-03-06,MANDI023,Mustard,HD-2967,19529.0,KG,35.0,19529.0,195.29,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0018001,2026-07-17,MANDI032,Mustard,Pusa-1121,399.5,QTL,86.0,399.5,399.5,VALID,Chapra Grain Market,,Haryana,Private
ARR0007911,2026-06-20,MANDI031,Sugarcane,PBW-343,27.018,TONNE,19.0,27.02,270.2,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR0014782,2026-06-25,MANDI034,Maize,HD-2967,40978.0,KG,17.0,40978.0,409.78,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0007831,2026-03-26,MANDI051,Maize,Hybrid,"39,432.0 KG",KG,29.0,39432.0,394.32,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0002514,2026-02-24,MANDI055,Basmati,,1.059,TONNE,18.0,1.06,10.6,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0006733,2026-03-11,MANDI047,Cotton,Hybrid,44.187,TONNE,82.0,44.19,441.9,VALID,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
ARR0005560,2026-06-07,MANDI032,Wheat,Hybrid,427.97,QTL,,427.97,427.97,VALID,Chapra Grain Market,,Haryana,Private
ARR0007861,2026-02-01,MANDI044,Sugarcane,,9.404,TONNE,42.0,9.4,94.0,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0011028,2026-07-20,MANDI010,Cotton,Premium,477.47,QTL,44.0,477.47,477.47,VALID,Dhule APMC,Jalandhar,Punjab,Direct
ARR0004701,2026-05-02,MANDI037,Rice,Pusa-1121,46023.0,KG,27.0,46023.0,460.23,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0002234,2026-08-30,MANDI007,Mustard,Premium,158.93,QTL,34.0,158.93,158.93,VALID,Nashik Mandi,Amritsar,Punjab,Private
ARR0024922,2026-02-26,MANDI056,Wheat,Premium,"21,769.0 KG",KG,59.0,21769.0,217.69,VALID,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0017561,2026-08-04,MANDI033,Sugarcane,Local,317.89,QTL,55.0,317.89,317.89,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0016161,2026-06-01,MANDI053,Cotton,Local,22.593,TONNE,57.0,22.59,225.9,VALID,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0015093,2026-07-17,MANDI052,Maize,Pusa-1121,18.683,TONNE,,18.68,186.8,VALID,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
ARR0011927,2026-07-08,MANDI052,Maize,Pusa-1121,44181.0,UNKNOWN,56.0,44181.0,,UNKNOWN_UNIT,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
ARR0018686,2026-06-11,MANDI056,Maize,Pusa-1121,27175.0,UNKNOWN,59.0,27175.0,,UNKNOWN_UNIT,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0009216,2026-02-14,MANDI037,Mustard,Pusa-1121,17.151,TONNE,,17.15,171.5,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0019123,2026-01-17,MANDI018,Wheat,Hybrid,46.313,TONNE,102.0,46.31,463.1,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0019032,2026-04-21,MANDI007,Rice,Pusa-1121,25257.0,KG,137.0,25257.0,252.57,VALID,Nashik Mandi,Amritsar,Punjab,Private
ARR0005425,2026-04-24,MANDI005,Cotton,PBW-343,41.370999999999995,TONNE,66.0,41.37,413.7,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0013266,2026-02-15,MANDI030,Maize,,12342.0,KG,,12342.0,123.42,VALID,Patiala APMC,Sirsa,,Unknown
ARR0015568,2026-06-23,MANDI031,Maize,Pusa-1121,174.8,QTL,109.0,174.8,174.8,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR0007493,2026-07-14,MANDI017,Sugarcane,HD-2967,281.33,QTL,99.0,281.33,281.33,VALID,Parbhani Market,,Punjab,Private
ARR0008996,2026-02-23,MANDI006,Maize,Premium,288.94,QTL,20.0,288.94,288.94,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0001551,2026-05-18,MANDI024,Mustard,Local,29904.000000000004,KG,78.0,29904.0,299.04,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0017394,2026-03-24,MANDI014,Cotton,PBW-343,425.62,QTL,53.0,425.62,425.62,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0014843,2026-04-09,MANDI038,Maize,Premium,"47,305.0 KG",KG,84.0,47305.0,473.05,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0010930,2026-07-08,MANDI017,Wheat,Hybrid,13.81 qtl,QTL,91.0,13.81,13.81,VALID,Parbhani Market,,Punjab,Private
ARR0017796,2026-05-10,MANDI034,Maize,Premium,25.526,TONNE,111.0,25.53,255.3,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0005096,2026-01-18,MANDI006,Wheat,Hybrid,45.963,TONNE,,45.96,459.6,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0017033,2026-03-01,MANDI044,Cotton,HD-2967,27889.999999999996,KG,,27890.0,278.9,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0003244,2026-06-01,MANDI019,Rice,HD-2967,36.048,TONNE,51.0,36.05,360.5,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0011055,2026-03-19,MANDI039,Wheat,Hybrid,192.11 qtl,QTL,132.0,192.11,192.11,VALID,Anand Grain Market,,Haryana,APMC
ARR0000728,2026-02-27,MANDI045,Maize,Premium,8.148,TONNE,127.0,8.15,81.5,VALID,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0016126,2026-08-21,MANDI003,Sugarcane,HD-2967,79.98,QTL,135.0,79.98,79.98,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0014592,2026-02-27,MANDI002,Maize,Pusa-1121,"13,569.0 KG",KG,17.0,13569.0,135.69,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0009134,2026-06-27,MANDI051,Mustard,PBW-343,20422.0,KG,5.0,20422.0,204.22,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0008170,2026-08-23,MANDI025,Cotton,Premium,10.434000000000001,TONNE,,10.43,104.3,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0000332,2026-07-07,MANDI026,Wheat,,11722.0,KG,125.0,11722.0,117.22,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0007028,2026-08-14,MANDI034,Rice,Local,11.25,QTL,110.0,11.25,11.25,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0013810,2026-06-05,MANDI013,Cotton,Hybrid,24.182,TONNE,7.0,24.18,241.8,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0000212,2026-08-26,MANDI003,Rice,Local,22.565,TONNE,40.0,22.56,225.6,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0024632,2026-06-11,MANDI014,Maize,Premium,21172.0,KG,,21172.0,211.72,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0002264,2026-05-02,MANDI044,Wheat,,5613.0,KG,44.0,5613.0,56.13,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0006344,2026-04-21,MANDI008,Sugarcane,Premium,"1,480.0 KG",KG,69.0,1480.0,14.8,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0024142,2026-01-25,MANDI009,Wheat,PBW-343,11.172,TONNE,,11.17,111.7,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0011368,2026-04-10,MANDI011,Sugarcane,Local,"46,207.0 KG",KG,144.0,46207.0,462.07,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0003544,2026-06-24,MANDI029,Cotton,Premium,472.87,QTL,70.0,472.87,472.87,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0001439,2026-01-04,MANDI038,Mustard,Hybrid,170.05,QTL,98.0,170.05,170.05,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0010708,2026-02-16,MANDI001,Rice,HD-2967,4.321,TONNE,20.0,4.32,43.2,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0016252,2026-09-03,MANDI054,Sugarcane,HD-2967,43518.0,KG,98.0,43518.0,435.18,VALID,Nangloi Jat Grain Market,Saharanpur,,Direct
ARR0021392,2026-06-28,MANDI006,Maize,Pusa-1121,"11,023.0 KG",KG,38.0,11023.0,110.23,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0004793,2026-02-24,MANDI002,Mustard,Local,297.35,QTL,141.0,297.35,297.35,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0009421,2026-01-13,MANDI011,Rice,HD-2967,20.422,TONNE,65.0,20.42,204.2,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0022882,2026-04-06,MANDI007,Cotton,Local,310.58 qtl,QTL,,310.58,310.58,VALID,Nashik Mandi,Amritsar,Punjab,Private
ARR0020989,2026-01-02,MANDI033,Cotton,Hybrid,"7,573.0 KG",KG,132.0,7573.0,75.73,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0020265,2026-07-27,MANDI057,Rice,Local,32.939,TONNE,114.0,32.94,329.4,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0006476,2026-09-05,MANDI004,Maize,PBW-343,52.95,QTL,,52.95,52.95,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0009507,2026-02-03,MANDI048,Rice,Local,78.62,QTL,107.0,78.62,78.62,VALID,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
ARR0000921,2026-08-14,MANDI024,Maize,Local,47057.0,UNKNOWN,62.0,47057.0,,UNKNOWN_UNIT,Jaipur Mandi,Karnal,Haryana,APMC
ARR0012172,2026-04-19,MANDI016,Mustard,Premium,309.07,QTL,90.0,309.07,309.07,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0016397,2026-08-18,MANDI051,Cotton,HD-2967,"47,282.0 KG",KG,12.0,47282.0,472.82,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0004869,2026-08-27,MANDI016,Sugarcane,Pusa-1121,12.381,TONNE,107.0,12.38,123.8,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0000819,2026-03-04,MANDI036,Cotton,Local,18.380000000000003,TONNE,42.0,18.38,183.8,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0015873,2026-03-20,MANDI055,Cotton,Local,270.42,QTL,,270.42,270.42,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0010977,2026-06-27,MANDI031,Wheat,HD-2967,2971.0,KG,14.0,2971.0,29.71,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR0009897,2026-05-16,MANDI044,Sugarcane,Pusa-1121,2.935,TONNE,124.0,2.94,29.4,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0000454,2026-01-26,MANDI035,Rice,Pusa-1121,40.882,TONNE,129.0,40.88,408.8,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0009242,2026-01-17,MANDI020,Mustard,Hybrid,19.809,TONNE,,19.81,198.1,VALID,Kadapa Mandi,Ferozepur,Punjab,Direct
ARR0009849,2026-02-10,MANDI050,Mustard,Premium,375.44,QTL,135.0,375.44,375.44,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0023580,2026-05-25,MANDI049,Cotton,HD-2967,12186.0,KG,101.0,12186.0,121.86,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0022887,2026-03-09,MANDI003,Sugarcane,Hybrid,166.16,QTL,97.0,166.16,166.16,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0024029,2026-06-25,MANDI033,Mustard,PBW-343,47814.0,KG,143.0,47814.0,478.14,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0022197,2026-09-08,MANDI013,Wheat,,143.85,QTL,18.0,143.85,143.85,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0000941,2026-04-27,MANDI015,Rice,Premium,43.876999999999995,TONNE,,43.88,438.8,VALID,Amravati Grain Market,Bathinda,Punjab,APMC
ARR0002740,2026-08-13,MANDI049,Rice,Pusa-1121,45.754000000000005,TONNE,61.0,45.75,457.5,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0011797,2026-04-22,MANDI033,Cotton,PBW-343,"2,545.0 KG",KG,22.0,2545.0,25.45,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0004197,2026-07-18,MANDI028,Mustard,HD-2967,40.241,TONNE,55.0,40.24,402.4,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0020629,2026-03-14,MANDI019,Sugarcane,Local,446.55,QTL,131.0,446.55,446.55,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0020604,2026-01-11,MANDI049,Wheat,HD-2967,11.047,TONNE,105.0,11.05,110.5,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0004072,2026-02-15,MANDI053,Wheat,Hybrid,39874.0,KG,7.0,39874.0,398.74,VALID,Panihati Market,Saharanpur,Uttar Pradesh,APMC
ARR0017785,2026-04-20,MANDI047,Cotton,,415.91,QTL,63.0,415.91,415.91,VALID,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
ARR0022373,2026-08-13,MANDI003,Mustard,Pusa-1121,18646.0,UNKNOWN,30.0,18646.0,,UNKNOWN_UNIT,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0008223,2026-01-31,MANDI006,Rice,Hybrid,"24,740.0 KG",KG,115.0,24740.0,247.4,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0008124,2026-07-29,MANDI009,Rice,PBW-343,19.696,TONNE,112.0,19.7,197.0,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0006364,2026-04-22,MANDI043,Basmati,PBW-343,32202.999999999996,KG,96.0,32203.0,322.03,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0014451,2026-05-04,MANDI007,Cotton,HD-2967,"2,437.0 KG",KG,148.0,2437.0,24.37,VALID,Nashik Mandi,Amritsar,Punjab,Private
ARR0005797,2026-02-14,MANDI012,Maize,PBW-343,29.25,TONNE,,29.25,292.5,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR0003678,2026-05-16,MANDI051,Mustard,Premium,137.47 qtl,QTL,54.0,137.47,137.47,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0008865,2026-09-05,MANDI042,Mustard,Premium,372.87 qtl,QTL,21.0,372.87,372.87,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0023973,2026-04-28,MANDI002,Maize,Pusa-1121,330.42,QTL,105.0,330.42,330.42,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0017857,2026-05-01,MANDI020,Maize,Pusa-1121,5.524,TONNE,84.0,5.52,55.2,VALID,Kadapa Mandi,Ferozepur,Punjab,Direct
ARR0019374,2026-05-08,MANDI051,Wheat,Premium,293.91,QTL,114.0,293.91,293.91,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0005189,2026-02-16,MANDI008,Cotton,Premium,309.19,QTL,92.0,309.19,309.19,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0017493,2026-02-09,MANDI028,Cotton,Premium,397.55 qtl,QTL,128.0,397.55,397.55,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0016777,2026-08-22,MANDI022,Mustard,,"26,525.0 KG",KG,129.0,26525.0,265.25,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0010309,2026-02-01,MANDI036,Wheat,PBW-343,29.625999999999998,TONNE,,29.63,296.3,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0002263,2026-02-06,MANDI036,Sugarcane,Hybrid,267.35 qtl,QTL,116.0,267.35,267.35,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0021109,2026-02-11,MANDI052,Sugarcane,,4.178,TONNE,,4.18,41.8,VALID,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
ARR0020227,2026-01-08,MANDI057,Maize,Local,76.77 qtl,QTL,13.0,76.77,76.77,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0013187,2026-02-18,MANDI033,Wheat,Hybrid,13.126,TONNE,135.0,13.13,131.3,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0001780,2026-06-07,MANDI031,Cotton,,82.65,QTL,,82.65,82.65,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR_MISSING_00312,2026-01-28,MANDI013,Mustard,Local,25.872000000000003,TONNE,68.0,25.87,258.7,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0002687,2026-05-02,MANDI024,Maize,HD-2967,389.2 qtl,QTL,141.0,389.2,389.2,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0001041,2026-05-07,MANDI042,Sugarcane,Hybrid,372.12 qtl,QTL,127.0,372.12,372.12,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0024109,2026-08-24,MANDI037,Maize,Premium,40973.0,KG,115.0,40973.0,409.73,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0016940,2026-07-20,MANDI020,Mustard,Pusa-1121,349.04,QTL,82.0,349.04,349.04,VALID,Kadapa Mandi,Ferozepur,Punjab,Direct
ARR0003072,2026-02-04,MANDI010,Mustard,Local,101.62,QTL,,101.62,101.62,VALID,Dhule APMC,Jalandhar,Punjab,Direct
ARR0007530,2026-07-09,MANDI022,Cotton,PBW-343,332.42,QTL,10.0,332.42,332.42,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0018563,2026-03-08,MANDI012,Maize,HD-2967,339.49,QTL,34.0,339.49,339.49,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR0017813,2026-01-27,MANDI055,Mustard,HD-2967,41314.0,KG,75.0,41314.0,413.14,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0007767,2026-08-16,MANDI016,Cotton,Local,460.52 qtl,QTL,53.0,460.52,460.52,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0011046,2026-02-15,MANDI036,Mustard,Local,11.290000000000001,TONNE,,11.29,112.9,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0017801,2026-08-24,MANDI038,Sugarcane,PBW-343,"18,586.0 KG",KG,7.0,18586.0,185.86,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0020351,2026-01-27,MANDI030,Sugarcane,PBW-343,10316.0,UNKNOWN,56.0,10316.0,,UNKNOWN_UNIT,Patiala APMC,Sirsa,,Unknown
ARR0022522,2026-06-15,MANDI038,Mustard,Local,14.17,QTL,97.0,14.17,14.17,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0015129,2026-08-07,MANDI013,Cotton,PBW-343,41.092,TONNE,90.0,41.09,410.9,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0020951,2026-04-08,MANDI008,Wheat,Pusa-1121,31288.0,KG,23.0,31288.0,312.88,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0007962,2026-07-08,MANDI039,Wheat,HD-2967,67.64,QTL,58.0,67.64,67.64,VALID,Anand Grain Market,,Haryana,APMC
ARR0007400,2026-06-15,MANDI029,Mustard,,459.91,QTL,43.0,459.91,459.91,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0024754,2026-05-09,MANDI022,Cotton,PBW-343,427.79 qtl,QTL,37.0,427.79,427.79,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0022027,2026-06-27,MANDI056,Maize,,37415.0,UNKNOWN,,37415.0,,UNKNOWN_UNIT,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0018111,2026-01-27,MANDI056,Basmati,Premium,33862.0,UNKNOWN,78.0,33862.0,,UNKNOWN_UNIT,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0010304,2026-02-23,MANDI021,Cotton,HD-2967,49686.0,UNKNOWN,101.0,49686.0,,UNKNOWN_UNIT,Guna Mandi,Ferozepur,Punjab,APMC
ARR0024752,2026-04-16,MANDI002,Maize,Premium,44.707,TONNE,135.0,44.71,447.1,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0005840,2026-02-22,MANDI033,Mustard,Pusa-1121,8393.0,KG,130.0,8393.0,83.93,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0002025,2026-03-30,MANDI032,Maize,Premium,"5,433.0 KG",KG,115.0,5433.0,54.33,VALID,Chapra Grain Market,,Haryana,Private
ARR0022691,2026-02-17,MANDI044,Mustard,,48342.0,KG,,48342.0,483.42,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0020939,2026-07-17,MANDI044,Cotton,Premium,430.83 qtl,QTL,82.0,430.83,430.83,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0009020,2026-07-10,MANDI038,Mustard,Premium,38.082,TONNE,118.0,38.08,380.8,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0010895,2026-04-16,MANDI009,Rice,,7.084999999999999,TONNE,105.0,7.08,70.8,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0017398,2026-04-19,MANDI054,Maize,Premium,427.39,QTL,97.0,427.39,427.39,VALID,Nangloi Jat Grain Market,Saharanpur,,Direct
ARR0014832,2026-03-22,MANDI011,Sugarcane,Hybrid,48.083999999999996,TONNE,73.0,48.08,480.8,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0000029,2026-04-16,MANDI044,Maize,Hybrid,12.296,TONNE,128.0,12.3,123.0,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0009719,2026-02-20,MANDI036,Sugarcane,,28.738999999999997,TONNE,32.0,28.74,287.4,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0000356,2026-04-13,MANDI009,Maize,Hybrid,5.557,TONNE,73.0,5.56,55.6,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0003171,2026-03-20,MANDI026,Mustard,Hybrid,363.74,QTL,17.0,363.74,363.74,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR_MISSING_00313,2026-03-31,MANDI035,Maize,HD-2967,3.0300000000000002,TONNE,39.0,3.03,30.3,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0017701,2026-01-03,MANDI025,Mustard,,29249.0,KG,38.0,29249.0,292.49,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0018110,2026-01-12,MANDI033,Mustard,HD-2967,43656.0,KG,133.0,43656.0,436.56,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0005644,2026-06-22,MANDI008,Mustard,Local,143.65,QTL,,143.65,143.65,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0003676,2026-08-27,MANDI036,Wheat,Pusa-1121,172.14,QTL,47.0,172.14,172.14,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0015451,2026-05-17,MANDI024,Cotton,Hybrid,361.1 qtl,QTL,124.0,361.1,361.1,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0017349,2026-05-04,MANDI040,Rice,Hybrid,"1,156.0 KG",KG,20.0,1156.0,11.56,VALID,Jodhpur Market,Fatehabad,Haryana,Direct
ARR0013764,2026-01-31,MANDI016,Mustard,Premium,33.164,TONNE,37.0,33.16,331.6,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0006750,2026-08-08,MANDI004,Sugarcane,Hybrid,29461.0,KG,95.0,29461.0,294.61,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0000121,2026-01-16,MANDI043,Wheat,HD-2967,"4,980.0 KG",KG,12.0,4980.0,49.8,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0006795,2026-04-29,MANDI021,Wheat,Premium,16520.0,UNKNOWN,6.0,16520.0,,UNKNOWN_UNIT,Guna Mandi,Ferozepur,Punjab,APMC
ARR0020301,2026-08-17,MANDI021,Sugarcane,Premium,37165.0,KG,131.0,37165.0,371.65,VALID,Guna Mandi,Ferozepur,Punjab,APMC
ARR0005580,2026-01-25,MANDI026,Mustard,Hybrid,34.574,TONNE,32.0,34.57,345.7,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0013684,2026-04-27,MANDI021,Sugarcane,,48.838,TONNE,,48.84,488.4,VALID,Guna Mandi,Ferozepur,Punjab,APMC
ARR0000329,2026-01-30,MANDI006,Sugarcane,PBW-343,319.5 qtl,QTL,143.0,319.5,319.5,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0004711,2026-05-29,MANDI029,Rice,Premium,12.718,TONNE,61.0,12.72,127.2,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0002371,2026-08-11,MANDI021,Mustard,Premium,142.16,QTL,106.0,142.16,142.16,VALID,Guna Mandi,Ferozepur,Punjab,APMC
ARR0005523,2026-02-24,MANDI023,Mustard,Hybrid,1857.0,KG,,1857.0,18.57,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0015792,2026-08-14,MANDI033,Wheat,,24678.0,KG,15.0,24678.0,246.78,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0011078,2026-06-16,MANDI050,Mustard,,41.164,TONNE,98.0,41.16,411.6,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0021304,2026-03-21,MANDI003,Wheat,Hybrid,311.65 qtl,QTL,42.0,311.65,311.65,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0010872,2026-01-28,MANDI014,Wheat,Local,31.06,QTL,19.0,31.06,31.06,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0004899,2026-07-27,MANDI024,Sugarcane,PBW-343,30664.999999999996,KG,142.0,30665.0,306.65,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0001210,2026-02-03,MANDI038,Rice,PBW-343,33567.0,UNKNOWN,148.0,33567.0,,UNKNOWN_UNIT,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0013363,2026-06-09,MANDI041,Wheat,Pusa-1121,42.374,TONNE,133.0,42.37,423.7,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
