sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,temperature_raw,temperature_numeric,temp_unit_clean,temperature_c,rainfall_raw,rain_unit_clean,rainfall_mm,timestamp_raw,timestamp_ist,date
SEN025,01/01/2026 00:38,27.8,C,45.3,mm,,27.8,27.8,c,27.8,45.3,mm,45.3,01/01/2026 00:38,2026-01-01 00:38:00+05:30,2026-01-01
SEN037,2026-04-13 14:05:43 UTC,79.3,°F,45.5,mm,37.0,79.3,79.3,f,26.28,45.5,mm,45.5,2026-04-13 14:05:43 UTC,2026-04-13 19:35:43+05:30,2026-04-13
SEN041,2026-09-08 05:32:27 UTC,74.3,Fahrenheit,7.4,MM,35.0,74.3,74.3,f,23.5,7.4,mm,7.4,2026-09-08 05:32:27 UTC,2026-09-08 11:02:27+05:30,2026-09-08
SEN013,2026-06-15 20:56:05 IST,22.9,Celsius,,mm,53.0,22.9,22.9,c,22.9,-11.3,mm,,2026-06-15 20:56:05 IST,2026-06-15 20:56:05+05:30,2026-06-15
SEN011,2026-04-09 07:57:31 UTC,63.1,°F,25.6,mm,78.0,63.1,63.1,f,17.28,25.6,mm,25.6,2026-04-09 07:57:31 UTC,2026-04-09 13:27:31+05:30,2026-04-09
SEN020,2026-04-06 17:39:52 UTC,24.7,c,36.9,mm,71.0,24.7,24.7,c,24.7,36.9,mm,36.9,2026-04-06 17:39:52 UTC,2026-04-06 23:09:52+05:30,2026-04-06
SEN050,2026-09-07 15:06:11 UTC,100.4,°F,22.1,mm,,100.4,100.4,f,38.0,22.1,mm,22.1,2026-09-07 15:06:11 UTC,2026-09-07 20:36:11+05:30,2026-09-07
SEN027,2026-05-26 13:03:34 UTC,30.2,Celsius,20.7,MM,,30.2,30.2,c,30.2,20.7,mm,20.7,2026-05-26 13:03:34 UTC,2026-05-26 18:33:34+05:30,2026-05-26
SEN020,2026-06-22 20:44:22 IST,72,°F,10.3,mm,67.0,72,72.0,f,22.22,10.3,mm,10.3,2026-06-22 20:44:22 IST,2026-06-22 20:44:22+05:30,2026-06-22
SEN017,2026-04-30 13:12:11 UTC,36.2,C,23.3,mm,36.0,36.2,36.2,c,36.2,23.3,mm,23.3,2026-04-30 13:12:11 UTC,2026-04-30 18:42:11+05:30,2026-04-30
SEN013,,35.3,°C,,mm,61.0,35.3,35.3,c,35.3,-15.7,mm,,,,
UNKNOWN,2026-08-09 18:58:26 UTC,63.5,Fahrenheit,,mm,78.0,63.5,63.5,f,17.5,-4.6,mm,,2026-08-09 18:58:26 UTC,2026-08-10 00:28:26+05:30,2026-08-10
SEN029,01/07/2026 09:18,37.8,C,25.6,mm,62.0,37.8,37.8,c,37.8,25.6,mm,25.6,01/07/2026 09:18,2026-07-01 09:18:00+05:30,2026-07-01
SEN014,2026-09-06 00:15:34,77,Fahrenheit,18.7,millimeters,60.0,77,77.0,f,25.0,18.7,mm,18.7,2026-09-06 00:15:34,2026-09-06 00:15:34+05:30,2026-09-06
SEN009,2026-08-04 23:28:21,23.3,°C,47.3,millimeters,38.0,23.3,23.3,c,23.3,47.3,mm,47.3,2026-08-04 23:28:21,2026-08-04 23:28:21+05:30,2026-08-04
SEN022,2026-07-05 09:21:20 IST,17.7,C,17.9,millimeters,32.0,17.7,17.7,c,17.7,17.9,mm,17.9,2026-07-05 09:21:20 IST,2026-07-05 09:21:20+05:30,2026-07-05
SEN030,2026-04-19 16:55:04 IST,87.6,Fahrenheit,35.1,mm,32.0,87.6,87.6,f,30.89,35.1,mm,35.1,2026-04-19 16:55:04 IST,2026-04-19 16:55:04+05:30,2026-04-19
SEN028,03-26-2026 02:04 PM,22.5,C,37.8,MM,40.0,22.5,22.5,c,22.5,37.8,mm,37.8,03-26-2026 02:04 PM,2026-03-26 14:04:00+05:30,2026-03-26
SEN035,2026-05-22 15:14:27 IST,20.8°C,,0.39,inches,,20.8°C,20.8,c,20.8,0.39,in,9.91,2026-05-22 15:14:27 IST,2026-05-22 15:14:27+05:30,2026-05-22
UNKNOWN,2026-01-13 17:16:21 UTC,32.1,°C,22.5,millimeters,49.0,32.1,32.1,c,32.1,22.5,mm,22.5,2026-01-13 17:16:21 UTC,2026-01-13 22:46:21+05:30,2026-01-13
SEN024,16-Jan-2026 17:08:36,37.7,°C,8.1,mm,80.0,37.7,37.7,c,37.7,8.1,mm,8.1,16-Jan-2026 17:08:36,2026-01-16 17:08:36+05:30,2026-01-16
SEN048,2026-01-07 01:04:59 UTC,19,°C,25.4,MM,47.0,19,19.0,c,19.0,25.4,mm,25.4,2026-01-07 01:04:59 UTC,2026-01-07 06:34:59+05:30,2026-01-07
SEN044,2026-01-04 11:59:36 IST,30.4,°C,39.2,MM,34.0,30.4,30.4,c,30.4,39.2,mm,39.2,2026-01-04 11:59:36 IST,2026-01-04 11:59:36+05:30,2026-01-04
SEN038,2026-04-26 01:51:09 UTC,38.9°C,,42.5,mm,63.0,38.9°C,38.9,c,38.9,42.5,mm,42.5,2026-04-26 01:51:09 UTC,2026-04-26 07:21:09+05:30,2026-04-26
SEN017,,25.6°C,,24.8,mm,,25.6°C,25.6,c,25.6,24.8,mm,24.8,,,
SEN042,2026-04-16 19:59:33 IST,59.2,f,16.3,MM,75.0,59.2,59.2,f,15.11,16.3,mm,16.3,2026-04-16 19:59:33 IST,2026-04-16 19:59:33+05:30,2026-04-16
SEN033,2026-08-04 00:05:46 UTC,86.5,Fahrenheit,12.5,mm,84.0,86.5,86.5,f,30.28,12.5,mm,12.5,2026-08-04 00:05:46 UTC,2026-08-04 05:35:46+05:30,2026-08-04
SEN003,2026-04-21 05:15:36 IST,39.8,°C,36.1,MM,85.0,39.8,39.8,c,39.8,36.1,mm,36.1,2026-04-21 05:15:36 IST,2026-04-21 05:15:36+05:30,2026-04-21
SEN008,2026-04-06 14:04:41 IST,18.7,C,35.3,MM,94.0,18.7,18.7,c,18.7,35.3,mm,35.3,2026-04-06 14:04:41 IST,2026-04-06 14:04:41+05:30,2026-04-06
SEN039,2026-01-28 17:18:31 IST,33.9,Celsius,19.4,MM,40.0,33.9,33.9,c,33.9,19.4,mm,19.4,2026-01-28 17:18:31 IST,2026-01-28 17:18:31+05:30,2026-01-28
SEN018,2026-03-24 04:37:45,16.7,°C,0.05,inch,55.0,16.7,16.7,c,16.7,0.05,in,1.27,2026-03-24 04:37:45,2026-03-24 04:37:45+05:30,2026-03-24
SEN014,2026-07-28T23:30:36,19.2,°C,4.6,mm,71.0,19.2,19.2,c,19.2,4.6,mm,4.6,2026-07-28T23:30:36,2026-07-28 23:30:36+05:30,2026-07-28
SEN003,2026-04-07 20:22:08 IST,15.2,c,0.91,inches,92.0,15.2,15.2,c,15.2,0.91,in,23.11,2026-04-07 20:22:08 IST,2026-04-07 20:22:08+05:30,2026-04-07
SEN029,2026-08-19 18:31:15 UTC,85.3,F,18.7,mm,61.0,85.3,85.3,f,29.61,18.7,mm,18.7,2026-08-19 18:31:15 UTC,2026-08-20 00:01:15+05:30,2026-08-20
SEN041,2026-05-01 21:27:30 IST,34.4,Celsius,0.8,inch,42.0,34.4,34.4,c,34.4,0.8,in,20.32,2026-05-01 21:27:30 IST,2026-05-01 21:27:30+05:30,2026-05-01
SEN036,2026-03-26 07:27:01 UTC,29.9,°C,,mm,65.0,29.9,29.9,c,29.9,-49.5,mm,,2026-03-26 07:27:01 UTC,2026-03-26 12:57:01+05:30,2026-03-26
SEN002,2026-07-06 16:17:36 UTC,86.9,F,,mm,67.0,86.9,86.9,f,30.5,-24.3,mm,,2026-07-06 16:17:36 UTC,2026-07-06 21:47:36+05:30,2026-07-06
SEN002,,68.7,°F,0.99,inch,72.0,68.7,68.7,f,20.39,0.99,in,25.15,,,
UNKNOWN,2026-05-12 08:05:10 UTC,100.8,f,2.3,millimeters,41.0,100.8,100.8,f,38.22,2.3,mm,2.3,2026-05-12 08:05:10 UTC,2026-05-12 13:35:10+05:30,2026-05-12
SEN047,26/06/2026 16:44,59.5,°F,1.19,inch,85.0,59.5,59.5,f,15.28,1.19,in,30.23,26/06/2026 16:44,2026-06-26 16:44:00+05:30,2026-06-26
SEN009,2026-06-14 17:01:45 IST,38.8,c,34.8,MM,,38.8,38.8,c,38.8,34.8,mm,34.8,2026-06-14 17:01:45 IST,2026-06-14 17:01:45+05:30,2026-06-14
SEN021,2026-01-11 13:18:37 IST,24.8,Celsius,,mm,94.0,24.8,24.8,c,24.8,-29.1,mm,,2026-01-11 13:18:37 IST,2026-01-11 13:18:37+05:30,2026-01-11
SEN048,26/05/2026,17.9,Celsius,15.0,millimeters,36.0,17.9,17.9,c,17.9,15.0,mm,15.0,26/05/2026,2026-05-26 00:00:00+05:30,2026-05-26
SEN013,2026-03-09 22:53:47 UTC,26.7°C,,3.7,millimeters,80.0,26.7°C,26.7,c,26.7,3.7,mm,3.7,2026-03-09 22:53:47 UTC,2026-03-10 04:23:47+05:30,2026-03-10
SEN029,18-Mar-2026 21:37:00,63.9,f,12.6,mm,91.0,63.9,63.9,f,17.72,12.6,mm,12.6,18-Mar-2026 21:37:00,2026-03-18 21:37:00+05:30,2026-03-18
SEN037,2026-03-10 00:16:10 UTC,24.9,C,,,34.0,24.9,24.9,c,24.9,,,,2026-03-10 00:16:10 UTC,2026-03-10 05:46:10+05:30,2026-03-10
SEN012,2026-03-09 09:58:24 IST,30.2,°C,10.6,mm,84.0,30.2,30.2,c,30.2,10.6,mm,10.6,2026-03-09 09:58:24 IST,2026-03-09 09:58:24+05:30,2026-03-09
SEN019,2026-05-13 11:08:03 IST,35.1,°C,,mm,36.0,35.1,35.1,c,35.1,-46.9,mm,,2026-05-13 11:08:03 IST,2026-05-13 11:08:03+05:30,2026-05-13
SEN018,2026-05-11 01:17:00 IST,16.7,c,,mm,44.0,16.7,16.7,c,16.7,-20.1,mm,,2026-05-11 01:17:00 IST,2026-05-11 01:17:00+05:30,2026-05-11
SEN037,2026-03-16 09:51:04 UTC,73.8,°F,0.71,in,41.0,73.8,73.8,f,23.22,0.71,in,18.03,2026-03-16 09:51:04 UTC,2026-03-16 15:21:04+05:30,2026-03-16
SEN027,05-09-2026 11:54 AM,32.5,c,8.0,MM,36.0,32.5,32.5,c,32.5,8.0,mm,8.0,05-09-2026 11:54 AM,2026-05-09 11:54:00+05:30,2026-05-09
SEN012,,28.3°C,,,,76.0,28.3°C,28.3,c,28.3,,,,,,
SEN015,2026-08-12 23:32:08 IST,23.3,c,8.0,mm,92.0,23.3,23.3,c,23.3,8.0,mm,8.0,2026-08-12 23:32:08 IST,2026-08-12 23:32:08+05:30,2026-08-12
SEN017,2025-12-31 18:32:33 UTC,26.1,c,29.7,mm,40.0,26.1,26.1,c,26.1,29.7,mm,29.7,2025-12-31 18:32:33 UTC,2026-01-01 00:02:33+05:30,2026-01-01
SEN005,,20.7,Celsius,0.34,inch,,20.7,20.7,c,20.7,0.34,in,8.64,,,
SEN024,05-05-2026 11:40 AM,29.5,°C,,,35.0,29.5,29.5,c,29.5,,,,05-05-2026 11:40 AM,2026-05-05 11:40:00+05:30,2026-05-05
SEN041,2026-02-08 07:19:59 UTC,80.1,f,45.8,mm,42.0,80.1,80.1,f,26.72,45.8,mm,45.8,2026-02-08 07:19:59 UTC,2026-02-08 12:49:59+05:30,2026-02-08
SEN021,2026-05-05 11:18:21 UTC,16.5°C,,35.3,mm,95.0,16.5°C,16.5,c,16.5,35.3,mm,35.3,2026-05-05 11:18:21 UTC,2026-05-05 16:48:21+05:30,2026-05-05
SEN011,2026-03-16 00:07:33 IST,86.9,f,1.46,inches,50.0,86.9,86.9,f,30.5,1.46,in,37.08,2026-03-16 00:07:33 IST,2026-03-16 00:07:33+05:30,2026-03-16
SEN046,2026-04-29 12:11:22 IST,72.9,°F,33.1,mm,37.0,72.9,72.9,f,22.72,33.1,mm,33.1,2026-04-29 12:11:22 IST,2026-04-29 12:11:22+05:30,2026-04-29
SEN016,2026-04-28 22:43:19,22.3,C,39.5,MM,84.0,22.3,22.3,c,22.3,39.5,mm,39.5,2026-04-28 22:43:19,2026-04-28 22:43:19+05:30,2026-04-28
SEN036,2026-06-14 17:28:09 IST,29.9,°C,1.93,inch,60.0,29.9,29.9,c,29.9,1.93,in,49.02,2026-06-14 17:28:09 IST,2026-06-14 17:28:09+05:30,2026-06-14
SEN032,2026-01-16 17:51:12 IST,28.2,c,16.7,mm,64.0,28.2,28.2,c,28.2,16.7,mm,16.7,2026-01-16 17:51:12 IST,2026-01-16 17:51:12+05:30,2026-01-16
SEN029,2026-05-20 02:15:03 UTC,63.5,Fahrenheit,29.7,MM,45.0,63.5,63.5,f,17.5,29.7,mm,29.7,2026-05-20 02:15:03 UTC,2026-05-20 07:45:03+05:30,2026-05-20
SEN038,2026-05-05 15:19:38 UTC,19,C,43.3,millimeters,70.0,19,19.0,c,19.0,43.3,mm,43.3,2026-05-05 15:19:38 UTC,2026-05-05 20:49:38+05:30,2026-05-05
SEN033,2026-01-31 05:49:44 UTC,96.3,F,39.4,MM,69.0,96.3,96.3,f,35.72,39.4,mm,39.4,2026-01-31 05:49:44 UTC,2026-01-31 11:19:44+05:30,2026-01-31
SEN038,2026-09-09T20:42:34,19.8°C,,44.3,mm,30.0,19.8°C,19.8,c,19.8,44.3,mm,44.3,2026-09-09T20:42:34,2026-09-09 20:42:34+05:30,2026-09-09
SEN030,2026-03-17 08:43:51 IST,68.2,Fahrenheit,49.4,millimeters,79.0,68.2,68.2,f,20.11,49.4,mm,49.4,2026-03-17 08:43:51 IST,2026-03-17 08:43:51+05:30,2026-03-17
SEN047,2026-06-27 17:12:50 UTC,34.8,c,16.6,MM,51.0,34.8,34.8,c,34.8,16.6,mm,16.6,2026-06-27 17:12:50 UTC,2026-06-27 22:42:50+05:30,2026-06-27
SEN012,2026-08-04 18:16:48 UTC,31.0°C,,1.57,inches,43.0,31.0°C,31.0,c,31.0,1.57,in,39.88,2026-08-04 18:16:48 UTC,2026-08-04 23:46:48+05:30,2026-08-04
SEN050,2026-04-29 08:19:48 UTC,33.1°C,,1.55,in,51.0,33.1°C,33.1,c,33.1,1.55,in,39.37,2026-04-29 08:19:48 UTC,2026-04-29 13:49:48+05:30,2026-04-29
SEN004,2026-04-10 04:13:01 IST,18.6,°C,0.1,inches,92.0,18.6,18.6,c,18.6,0.1,in,2.54,2026-04-10 04:13:01 IST,2026-04-10 04:13:01+05:30,2026-04-10
SEN033,2026-01-17 10:09:21 UTC,16.7,°C,6.3,mm,62.0,16.7,16.7,c,16.7,6.3,mm,6.3,2026-01-17 10:09:21 UTC,2026-01-17 15:39:21+05:30,2026-01-17
SEN046,2026-01-13 20:52:07 UTC,27.3°C,,31.0,mm,48.0,27.3°C,27.3,c,27.3,31.0,mm,31.0,2026-01-13 20:52:07 UTC,2026-01-14 02:22:07+05:30,2026-01-14
SEN031,,28.1,Celsius,1.47,inches,56.0,28.1,28.1,c,28.1,1.47,in,37.34,,,
SEN002,2026-04-13 18:08:05 IST,85.5,°F,0.34,in,72.0,85.5,85.5,f,29.72,0.34,in,8.64,2026-04-13 18:08:05 IST,2026-04-13 18:08:05+05:30,2026-04-13
SEN019,2026-08-11 17:16:59 IST,97.9,f,38.3,MM,64.0,97.9,97.9,f,36.61,38.3,mm,38.3,2026-08-11 17:16:59 IST,2026-08-11 17:16:59+05:30,2026-08-11
SEN006,22-May-2026 14:07:58,25.3,c,0.06,inches,88.0,25.3,25.3,c,25.3,0.06,in,1.52,22-May-2026 14:07:58,2026-05-22 14:07:58+05:30,2026-05-22
SEN017,,27.4,c,14.1,millimeters,30.0,27.4,27.4,c,27.4,14.1,mm,14.1,,,
SEN011,2026-01-29 12:45:29 IST,94.1,°F,17.3,MM,30.0,94.1,94.1,f,34.5,17.3,mm,17.3,2026-01-29 12:45:29 IST,2026-01-29 12:45:29+05:30,2026-01-29
SEN026,2026-09-04 21:13:53 IST,86.9,°F,19.6,MM,49.0,86.9,86.9,f,30.5,19.6,mm,19.6,2026-09-04 21:13:53 IST,2026-09-04 21:13:53+05:30,2026-09-04
SEN040,27/03/2026 10:39,21.4,c,7.0,MM,92.0,21.4,21.4,c,21.4,7.0,mm,7.0,27/03/2026 10:39,2026-03-27 10:39:00+05:30,2026-03-27
SEN050,2026-05-11 13:42:03 IST,79.5,Fahrenheit,8.9,millimeters,56.0,79.5,79.5,f,26.39,8.9,mm,8.9,2026-05-11 13:42:03 IST,2026-05-11 13:42:03+05:30,2026-05-11
SEN014,2026-08-08 06:18:12 IST,73.9,f,6.0,millimeters,80.0,73.9,73.9,f,23.28,6.0,mm,6.0,2026-08-08 06:18:12 IST,2026-08-08 06:18:12+05:30,2026-08-08
SEN008,2026-02-02 10:18:22 IST,37,°C,30.4,MM,94.0,37,37.0,c,37.0,30.4,mm,30.4,2026-02-02 10:18:22 IST,2026-02-02 10:18:22+05:30,2026-02-02
SEN018,01/03/2026,63.7,°F,32.8,mm,65.0,63.7,63.7,f,17.61,32.8,mm,32.8,01/03/2026,2026-03-01 00:00:00+05:30,2026-03-01
SEN045,2026-07-08 23:57:25 UTC,39.8,°C,14.5,millimeters,42.0,39.8,39.8,c,39.8,14.5,mm,14.5,2026-07-08 23:57:25 UTC,2026-07-09 05:27:25+05:30,2026-07-09
SEN048,2026-06-13 16:52:53 IST,96.1,f,44.7,mm,93.0,96.1,96.1,f,35.61,44.7,mm,44.7,2026-06-13 16:52:53 IST,2026-06-13 16:52:53+05:30,2026-06-13
SEN004,2026-06-23 06:58:25 IST,23.7,C,14.0,MM,34.0,23.7,23.7,c,23.7,14.0,mm,14.0,2026-06-23 06:58:25 IST,2026-06-23 06:58:25+05:30,2026-06-23
SEN027,2026-08-24 20:04:36 IST,37,c,12.5,mm,75.0,37,37.0,c,37.0,12.5,mm,12.5,2026-08-24 20:04:36 IST,2026-08-24 20:04:36+05:30,2026-08-24
SEN043,2026-07-14 07:52:52 UTC,75.6,Fahrenheit,13.5,mm,60.0,75.6,75.6,f,24.22,13.5,mm,13.5,2026-07-14 07:52:52 UTC,2026-07-14 13:22:52+05:30,2026-07-14
SEN040,2026-01-22 00:47:20 IST,98.8,f,1.86,inches,40.0,98.8,98.8,f,37.11,1.86,in,47.24,2026-01-22 00:47:20 IST,2026-01-22 00:47:20+05:30,2026-01-22
SEN014,,80.4,Fahrenheit,1.87,in,34.0,80.4,80.4,f,26.89,1.87,in,47.5,,,
UNKNOWN,2026-01-08 20:51:41 IST,37.0°C,,0.25,inches,39.0,37.0°C,37.0,c,37.0,0.25,in,6.35,2026-01-08 20:51:41 IST,2026-01-08 20:51:41+05:30,2026-01-08
SEN022,2026-07-27 19:20:54 IST,94.8,F,25.9,MM,56.0,94.8,94.8,f,34.89,25.9,mm,25.9,2026-07-27 19:20:54 IST,2026-07-27 19:20:54+05:30,2026-07-27
SEN044,,39.3,Celsius,37.9,millimeters,49.0,39.3,39.3,c,39.3,37.9,mm,37.9,,,
SEN012,2026-02-14 01:44:33 IST,65.1,F,44.1,MM,42.0,65.1,65.1,f,18.39,44.1,mm,44.1,2026-02-14 01:44:33 IST,2026-02-14 01:44:33+05:30,2026-02-14
SEN021,,31.7°C,,18.7,millimeters,48.0,31.7°C,31.7,c,31.7,18.7,mm,18.7,,,
SEN022,2026-02-03 11:43:17 IST,102.2,f,,,53.0,102.2,102.2,f,39.0,,,,2026-02-03 11:43:17 IST,2026-02-03 11:43:17+05:30,2026-02-03
SEN016,2026-03-12 03:16:30 UTC,96.6,Fahrenheit,1.19,inch,36.0,96.6,96.6,f,35.89,1.19,in,30.23,2026-03-12 03:16:30 UTC,2026-03-12 08:46:30+05:30,2026-03-12
SEN003,2026-01-03 06:39:26 IST,28.8,°C,17.9,MM,63.0,28.8,28.8,c,28.8,17.9,mm,17.9,2026-01-03 06:39:26 IST,2026-01-03 06:39:26+05:30,2026-01-03
SEN014,2026-03-21 08:02:40 UTC,81.9,F,,,38.0,81.9,81.9,f,27.72,,,,2026-03-21 08:02:40 UTC,2026-03-21 13:32:40+05:30,2026-03-21
SEN040,,26.9,c,1.81,inch,50.0,26.9,26.9,c,26.9,1.81,in,45.97,,,
SEN012,2026-01-20 16:10:47 UTC,20.5,C,40.6,mm,57.0,20.5,20.5,c,20.5,40.6,mm,40.6,2026-01-20 16:10:47 UTC,2026-01-20 21:40:47+05:30,2026-01-20
UNKNOWN,2026-04-08 22:32:44 UTC,39.3,c,4.8,MM,,39.3,39.3,c,39.3,4.8,mm,4.8,2026-04-08 22:32:44 UTC,2026-04-09 04:02:44+05:30,2026-04-09
SEN007,2026-08-23 16:02:44 IST,63.3,°F,44.0,mm,30.0,63.3,63.3,f,17.39,44.0,mm,44.0,2026-08-23 16:02:44 IST,2026-08-23 16:02:44+05:30,2026-08-23
SEN012,2026-08-04 05:27:04 UTC,27.1,Celsius,19.1,millimeters,71.0,27.1,27.1,c,27.1,19.1,mm,19.1,2026-08-04 05:27:04 UTC,2026-08-04 10:57:04+05:30,2026-08-04
SEN047,2026-03-15 22:05:19 UTC,92.3,Fahrenheit,29.3,MM,63.0,92.3,92.3,f,33.5,29.3,mm,29.3,2026-03-15 22:05:19 UTC,2026-03-16 03:35:19+05:30,2026-03-16
SEN028,2026-04-13 00:31:55 UTC,16.7,°C,0.8,inches,95.0,16.7,16.7,c,16.7,0.8,in,20.32,2026-04-13 00:31:55 UTC,2026-04-13 06:01:55+05:30,2026-04-13
SEN047,2026-08-18 20:49:10 IST,34.1,c,16.6,mm,65.0,34.1,34.1,c,34.1,16.6,mm,16.6,2026-08-18 20:49:10 IST,2026-08-18 20:49:10+05:30,2026-08-18
SEN012,08-20-2026 07:13 PM,85.8,f,28.5,mm,34.0,85.8,85.8,f,29.89,28.5,mm,28.5,08-20-2026 07:13 PM,2026-08-20 19:13:00+05:30,2026-08-20
SEN020,2026-01-02 13:57:37,29.0°C,,0.5,mm,77.0,29.0°C,29.0,c,29.0,0.5,mm,0.5,2026-01-02 13:57:37,2026-01-02 13:57:37+05:30,2026-01-02
SEN040,2026-06-28 19:12:28 UTC,24.2,c,,,49.0,24.2,24.2,c,24.2,,,,2026-06-28 19:12:28 UTC,2026-06-29 00:42:28+05:30,2026-06-29
SEN005,04-07-2026 08:36 PM,68,Fahrenheit,1.9,inches,,68,68.0,f,20.0,1.9,in,48.26,04-07-2026 08:36 PM,2026-04-07 20:36:00+05:30,2026-04-07
SEN021,2026-01-21 18:24:07 IST,18.1,C,15.2,millimeters,81.0,18.1,18.1,c,18.1,15.2,mm,15.2,2026-01-21 18:24:07 IST,2026-01-21 18:24:07+05:30,2026-01-21
UNKNOWN,2026-08-13 15:50:00 IST,25.4,C,,mm,,25.4,25.4,c,25.4,-2.3,mm,,2026-08-13 15:50:00 IST,2026-08-13 15:50:00+05:30,2026-08-13
UNKNOWN,2026-02-22 01:58:30 IST,95.4,°F,1.61,inches,85.0,95.4,95.4,f,35.22,1.61,in,40.89,2026-02-22 01:58:30 IST,2026-02-22 01:58:30+05:30,2026-02-22
SEN044,2026-04-22 22:00:21 UTC,25.2,c,,mm,50.0,25.2,25.2,c,25.2,-2.9,mm,,2026-04-22 22:00:21 UTC,2026-04-23 03:30:21+05:30,2026-04-23
SEN031,2026-07-05 09:15:18 IST,15.3,C,0.46,in,84.0,15.3,15.3,c,15.3,0.46,in,11.68,2026-07-05 09:15:18 IST,2026-07-05 09:15:18+05:30,2026-07-05
SEN046,2026-03-05 17:17:43 UTC,82,°F,4.3,millimeters,45.0,82,82.0,f,27.78,4.3,mm,4.3,2026-03-05 17:17:43 UTC,2026-03-05 22:47:43+05:30,2026-03-05
UNKNOWN,2026-04-25 13:49:09 IST,101.5,F,14.9,mm,55.0,101.5,101.5,f,38.61,14.9,mm,14.9,2026-04-25 13:49:09 IST,2026-04-25 13:49:09+05:30,2026-04-25
UNKNOWN,2026-04-17 13:10:59 UTC,61.2,Fahrenheit,8.5,MM,91.0,61.2,61.2,f,16.22,8.5,mm,8.5,2026-04-17 13:10:59 UTC,2026-04-17 18:40:59+05:30,2026-04-17
SEN030,2026-05-10 20:17:08 UTC,102.2,Fahrenheit,48.1,millimeters,72.0,102.2,102.2,f,39.0,48.1,mm,48.1,2026-05-10 20:17:08 UTC,2026-05-11 01:47:08+05:30,2026-05-11
SEN013,,91.9,f,,,53.0,91.9,91.9,f,33.28,,,,,,
SEN005,2026-05-15 22:51:58 UTC,27.2,C,21.2,mm,56.0,27.2,27.2,c,27.2,21.2,mm,21.2,2026-05-15 22:51:58 UTC,2026-05-16 04:21:58+05:30,2026-05-16
SEN001,2026-06-18 17:11:40,25.2°C,,15.4,mm,89.0,25.2°C,25.2,c,25.2,15.4,mm,15.4,2026-06-18 17:11:40,2026-06-18 17:11:40+05:30,2026-06-18
SEN042,2026-07-10 05:19:52 UTC,71.4,Fahrenheit,,mm,67.0,71.4,71.4,f,21.89,-43.6,mm,,2026-07-10 05:19:52 UTC,2026-07-10 10:49:52+05:30,2026-07-10
SEN036,2026-02-10 19:01:41 IST,23.2,Celsius,1.07,inch,67.0,23.2,23.2,c,23.2,1.07,in,27.18,2026-02-10 19:01:41 IST,2026-02-10 19:01:41+05:30,2026-02-10
SEN036,2026-07-02 06:17:08 UTC,18.2°C,,24.5,mm,39.0,18.2°C,18.2,c,18.2,24.5,mm,24.5,2026-07-02 06:17:08 UTC,2026-07-02 11:47:08+05:30,2026-07-02
SEN039,04-08-2026 05:06 PM,19.5,c,3.7,millimeters,75.0,19.5,19.5,c,19.5,3.7,mm,3.7,04-08-2026 05:06 PM,2026-04-08 17:06:00+05:30,2026-04-08
SEN046,22/02/2026 10:50,67.6,Fahrenheit,,,60.0,67.6,67.6,f,19.78,,,,22/02/2026 10:50,2026-02-22 10:50:00+05:30,2026-02-22
SEN008,2026-01-20 02:59:21 UTC,33.5,°C,15.1,mm,50.0,33.5,33.5,c,33.5,15.1,mm,15.1,2026-01-20 02:59:21 UTC,2026-01-20 08:29:21+05:30,2026-01-20
SEN008,2026-07-13 01:39:07 UTC,79,°F,0.09,inch,58.0,79,79.0,f,26.11,0.09,in,2.29,2026-07-13 01:39:07 UTC,2026-07-13 07:09:07+05:30,2026-07-13
SEN017,2026-02-13 13:56:12 UTC,37.4,°C,0.28,inch,67.0,37.4,37.4,c,37.4,0.28,in,7.11,2026-02-13 13:56:12 UTC,2026-02-13 19:26:12+05:30,2026-02-13
SEN038,2026-05-13 06:48:57 IST,17.1,C,7.1,mm,39.0,17.1,17.1,c,17.1,7.1,mm,7.1,2026-05-13 06:48:57 IST,2026-05-13 06:48:57+05:30,2026-05-13
SEN029,2026-08-08 19:15:31 IST,15.6°C,,12.0,mm,86.0,15.6°C,15.6,c,15.6,12.0,mm,12.0,2026-08-08 19:15:31 IST,2026-08-08 19:15:31+05:30,2026-08-08
SEN030,2026-09-02 22:46:22 IST,82.9,Fahrenheit,0.9,inches,38.0,82.9,82.9,f,28.28,0.9,in,22.86,2026-09-02 22:46:22 IST,2026-09-02 22:46:22+05:30,2026-09-02
SEN018,2026-01-01 00:12:41 IST,20.5°C,,,,34.0,20.5°C,20.5,c,20.5,,,,2026-01-01 00:12:41 IST,2026-01-01 00:12:41+05:30,2026-01-01
SEN040,2026-02-11 23:20:14 IST,98.6,f,28.5,millimeters,69.0,98.6,98.6,f,37.0,28.5,mm,28.5,2026-02-11 23:20:14 IST,2026-02-11 23:20:14+05:30,2026-02-11
SEN012,2026-07-23 11:29:46 UTC,74.5,f,41.5,millimeters,43.0,74.5,74.5,f,23.61,41.5,mm,41.5,2026-07-23 11:29:46 UTC,2026-07-23 16:59:46+05:30,2026-07-23
SEN015,2026-02-12 00:45:30 UTC,89.8,°F,,mm,88.0,89.8,89.8,f,32.11,-16.5,mm,,2026-02-12 00:45:30 UTC,2026-02-12 06:15:30+05:30,2026-02-12
