trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,departure_datetime,arrival_datetime,transit_hours_final,transit_hours_imputed,vehicle_no_raw,vehicle_no_clean,mandi_id_raw,mandi_name,district,state,mandi_type
TRP004546,MANDI021,WH-North,25-Apr-2026 00:02:59,25-Apr-2026 16:44:59,16.7,471.9934116,miles,HR43-CD-4026,DRV436,759.6,2026-04-25 00:02:59,2026-04-25 16:44:59,16.7,False,HR43-CD-4026,HR43CD4026,M021,Guna Mandi,Ferozepur,Punjab,APMC
TRP006466,MANDI018,WH-Central,2026-05-26 13:15:00,2026-05-27 07:03:00,17.8,912.4,km,PB-42-AB-2842,DRV428,912.4,2026-05-26 13:15:00,2026-05-27 07:03:00,17.8,False,PB-42-AB-2842,PB42AB2842,MANDI018,Jaunpur Mandi,Moga,Punjab,Unknown
TRP004258,MANDI008,WH-East,07/06/2026 09:45,06-07-2026 09:33 PM,11.8,639.3,km,UP-76-AB-9464,DRV325,639.3,2026-06-07 09:45:00,2026-06-07 21:33:00,11.8,False,UP-76-AB-9464,UP76AB9464,MANDI008,Bijapur Market,Amritsar,Punjab,APMC
TRP002423,MANDI037,WH-North,16-Apr-2026 19:43:40,,18.5,846.2,km,rj 15-BC-4593,,846.2,2026-04-16 19:43:40,,18.5,False,rj 15-BC-4593,RJ15BC4593,M037,Jorhat Grain Market,Kurukshetra,Haryana,APMC
TRP008910,MANDI034,WH-North,25/01/2026 08:44,2026-01-25 18:50:46,-10.1,409.2,km,RJ 95 CD 1133,DRV276,409.2,2026-01-25 08:44:00,2026-01-25 18:50:46,10.11,True,RJ 95 CD 1133,RJ95CD1133,MANDI034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP005186,MANDI010,WH-West,04-22-2026 06:01 AM,2026-04-22 20:43:35,14.7,743.0 KM,,RJ50-AB-4890,DRV760,743.0,2026-04-22 06:01:00,2026-04-22 20:43:35,14.7,False,RJ50-AB-4890,RJ50AB4890,MANDI010,Dhule APMC,Jalandhar,Punjab,Direct
TRP005648,MANDI012,WH-West,08-12-2026 11:46 PM,2026-08-13 11:10:49,-11.4,486.1,km,HR-75-AB-4593,DRV307,486.1,2026-08-12 23:46:00,2026-08-13 11:10:49,11.41,True,HR-75-AB-4593,HR75AB4593,MANDI012,Gaya Grain Market,Patiala,Punjab,Unknown
TRP000358,MANDI056,Export-Terminal,2026-01-09 02:07:50,09/01/2026,15.6,640.0,km,UP18-DF-5839,DRV579,640.0,2026-01-09 02:07:50,2026-01-09 00:00:00,15.6,False,UP18-DF-5839,UP18DF5839,MANDI056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP005243,MANDI024,WH-South,01-17-2026 11:05 AM,18/01/2026,,743.8,km,PB-81-BC-1449,DRV533,743.8,2026-01-17 11:05:00,2026-01-18 00:00:00,12.92,True,PB-81-BC-1449,PB81BC1449,MANDI024,Jaipur Mandi,Karnal,Haryana,APMC
TRP002131,MANDI003,WH-East,2026-01-26 19:16:28,2026-01-27T08:34:28,13.3,717.9,km,UP-43-BC-1613,DRV590,717.9,2026-01-26 19:16:28,2026-01-27 08:34:28,13.3,False,UP-43-BC-1613,UP43BC1613,M003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP009611,MANDI002,Export-Terminal,2026-04-17 14:22:13,2026-04-17 23:52:13,9.5,382.8,km,DL84-CD-6435,DRV232,382.8,2026-04-17 14:22:13,2026-04-17 23:52:13,9.5,False,DL84-CD-6435,DL84CD6435,MANDI002,Solapur Mandi,Ludhiana,,APMC
TRP002093,MANDI047,WH-North,06/06/2026 03:01,,10.8,609.6,km,,DRV844,609.6,2026-06-06 03:01:00,,10.8,False,,,mandi_047,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
TRP005410,MANDI052,Export-Terminal,2026-07-30 01:08:24,30/07/2026 15:26,14.3,488.4597431,miles,RJ-85-CD-8653,DRV353,786.1,2026-07-30 01:08:24,2026-07-30 15:26:00,14.3,False,RJ-85-CD-8653,RJ85CD8653,MANDI052,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
TRP002016,MANDI011,WH-North,07-29-2026 06:27 AM,07-29-2026 02:15 PM,7.8,360.8,km,UP-63-CD-9271,DRV920,360.8,2026-07-29 06:27:00,2026-07-29 14:15:00,7.8,False,UP-63-CD-9271,UP63CD9271,MANDI011,Arrah Mandi,Patiala,Punjab,Unknown
TRP009423,MANDI021,WH-East,2026-07-04 06:59:51,07-04-2026 10:53 AM,-3.9,191.3,km,UP-92-CD-5219,DRV781,191.3,2026-07-04 06:59:51,2026-07-04 10:53:00,3.89,True,UP-92-CD-5219,UP92CD5219,MANDI021,Guna Mandi,Ferozepur,Punjab,APMC
TRP004045,MANDI042,WH-North,03-Aug-2026 11:55:01,03/08/2026 20:49,8.9,444.7,km,RJ 34 CD 6655,DRV106,444.7,2026-08-03 11:55:01,2026-08-03 20:49:00,8.9,False,RJ 34 CD 6655,RJ34CD6655,MANDI-042,Erode Mandi,Fatehabad,Haryana,Private
TRP000188,MANDI035,WH-West,31/07/2026,2026-07-31 18:40:19,-18.5,857.1,km,UP-82-AB-4311,,857.1,2026-07-31 00:00:00,2026-07-31 18:40:19,18.67,True,UP-82-AB-4311,UP82AB4311,MANDI035,Guntakal Mandi,Ambala,Haryana,APMC
TRP007476,MANDI003,WH-South,01-Sep-2026 15:04:47,01/09/2026 19:46,4.7,259.3,km,DL37-CD-5836,DRV157,259.3,2026-09-01 15:04:47,2026-09-01 19:46:00,4.7,False,DL37-CD-5836,DL37CD5836,MANDI003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP003656,MANDI019,WH-East,05-Sep-2026 08:27:47,2026-09-06 03:15:47,18.8,920.9,km,rj 97-BC-6455,DRV431,920.9,2026-09-05 08:27:47,2026-09-06 03:15:47,18.8,False,rj 97-BC-6455,RJ97BC6455,MANDI019,Karimnagar Grain Market,Moga,Punjab,Private
TRP003427,MANDI041,WH-South,2026-06-03T09:32:52,2026-06-03T16:38:52,7.1,385.2 KM,,,DRV895,385.2,2026-06-03 09:32:52,2026-06-03 16:38:52,7.1,False,,,mandi_041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP007829,MANDI037,WH-Central,07-24-2026 03:08 PM,25-Jul-2026 09:26:24,18.3,812.1,km,dl 53-CD-6089,DRV178,812.1,2026-07-24 15:08:00,2026-07-25 09:26:24,18.3,False,dl 53-CD-6089,DL53CD6089,MANDI037,Jorhat Grain Market,Kurukshetra,Haryana,APMC
TRP001382,MANDI035,WH-West,2026-05-16T04:44:12,2026-05-16 14:02:12,9.3,423.0,km,RJ-93-CD-7336,DRV105,423.0,2026-05-16 04:44:12,2026-05-16 14:02:12,9.3,False,RJ-93-CD-7336,RJ93CD7336,mandi_035,Guntakal Mandi,Ambala,Haryana,APMC
TRP008365,MANDI057,WH-North,01-24-2026 12:07 AM,,15.5,789.2,km,dl 50-BC-3986,DRV405,789.2,2026-01-24 00:07:00,,15.5,False,dl 50-BC-3986,DL50BC3986,MANDI-057,Gorakhpur APMC,Bareilly,,Direct
TRP000414,MANDI023,WH-East,2026-08-08T09:01:41,,14.4,651.0,km,RJ-85-DF-9664,DRV534,651.0,2026-08-08 09:01:41,,14.4,False,RJ-85-DF-9664,RJ85DF9664,MANDI023,Panihati APMC,Karnal,Haryana,Private
TRP005038,MANDI053,WH-Central,09-09-2026 08:15 PM,2026-09-10 14:03:27,17.8,727.6,km,DL 92 DF 8362,DRV807,727.6,2026-09-09 20:15:00,2026-09-10 14:03:27,17.8,False,DL 92 DF 8362,DL92DF8362,MANDI053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP004898,MANDI026,WH-Central,2026-04-24 13:58:19,,5.1,255.0,km,HR 87 AB 3691,,255.0,2026-04-24 13:58:19,,5.1,False,HR 87 AB 3691,HR87AB3691,MANDI-026,Tadipatri Mandi,Hisar,Haryana,Private
TRP003337,MANDI027,Export-Terminal,27/01/2026,28-Jan-2026 01:49:59,23.1,1349.5,km,pb 10-BC-1520,DRV245,1349.5,2026-01-27 00:00:00,2026-01-28 01:49:59,23.1,False,pb 10-BC-1520,PB10BC1520,MANDI-027,Kochi APMC,Hisar,Haryana,APMC
TRP003607,MANDI022,WH-Central,2026-03-18T22:04:03,19/03/2026,14.4,764.7,km,pb 23-CD-1477,DRV730,764.7,2026-03-18 22:04:03,2026-03-19 00:00:00,14.4,False,pb 23-CD-1477,PB23CD1477,mandi_022,Eluru APMC,Karnal,Haryana,Unknown
TRP003176,MANDI011,WH-West,12/04/2026 02:52,12/04/2026,6.6,332.2,km,up 14-BC-7401,DRV517,332.2,2026-04-12 02:52:00,2026-04-12 00:00:00,6.6,False,up 14-BC-7401,UP14BC7401,mandi_011,Arrah Mandi,Patiala,Punjab,Unknown
TRP006847,MANDI015,WH-West,28-Jun-2026 22:43:52,,19.2,916.0,km,DL-49-DF-7874,,916.0,2026-06-28 22:43:52,,19.2,False,DL-49-DF-7874,DL49DF7874,MANDI-015,Amravati Grain Market,Bathinda,Punjab,APMC
TRP002242,MANDI029,WH-North,14/06/2026,2026-06-14 18:05:57,10.2,465.7,km,,DRV126,465.7,2026-06-14 00:00:00,2026-06-14 18:05:57,10.2,False,,,MANDI029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP008325,MANDI032,WH-East,03-10-2026 11:24 AM,11/03/2026 08:18,20.9 hrs,919.5,km,RJ24-DF-6703,,919.5,2026-03-10 11:24:00,2026-03-11 08:18:00,20.9,False,RJ24-DF-6703,RJ24DF6703,MANDI032,Chapra Grain Market,,Haryana,Private
TRP000257,MANDI015,Export-Terminal,26-Jun-2026 00:28:20,26-Jun-2026 04:04:20,3.6,182.5,km,UP-85-BC-3865,DRV818,182.5,2026-06-26 00:28:20,2026-06-26 04:04:20,3.6,False,UP-85-BC-3865,UP85BC3865,MANDI015,Amravati Grain Market,Bathinda,Punjab,APMC
TRP007686,MANDI029,WH-North,07-Feb-2026 06:46:18,07/02/2026,9.7,542.8,km,UP-85-CD-5230,,542.8,2026-02-07 06:46:18,2026-02-07 00:00:00,9.7,False,UP-85-CD-5230,UP85CD5230,MANDI029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP000201,MANDI041,WH-East,2026-08-03 21:31:34,2026-08-04 18:31:34,21.0,903.7,km,RJ-56-DF-5667,DRV582,903.7,2026-08-03 21:31:34,2026-08-04 18:31:34,21.0,False,RJ-56-DF-5667,RJ56DF5667,M041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP002236,MANDI022,WH-North,2026-06-19 00:46:01,2026-06-19 23:10:01,22.4,1316.8,km,UP11-BC-2937,,1316.8,2026-06-19 00:46:01,2026-06-19 23:10:01,22.4,False,UP11-BC-2937,UP11BC2937,M022,Eluru APMC,Karnal,Haryana,Unknown
TRP004744,MANDI047,WH-East,2026-08-29 17:38:02,30/08/2026 07:38,14.0,588.6,km,pb 17-DF-4814,DRV564,588.6,2026-08-29 17:38:02,2026-08-30 07:38:00,14.0,False,pb 17-DF-4814,PB17DF4814,MANDI047,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
TRP001768,MANDI048,Export-Terminal,29-May-2026 12:38:04,2026-05-30 00:44:04,12.1,593.4,km,UP-52-AB-2574,DRV732,593.4,2026-05-29 12:38:04,2026-05-30 00:44:04,12.1,False,UP-52-AB-2574,UP52AB2574,mandi048,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
TRP004237,MANDI020,WH-South,2026-05-19 05:32:33,2026-05-19 22:44:33,17.2,822.6,km,UP93-BC-4918,DRV758,822.6,2026-05-19 05:32:33,2026-05-19 22:44:33,17.2,False,UP93-BC-4918,UP93BC4918,mandi020,Kadapa Mandi,Ferozepur,Punjab,Direct
TRP007339,MANDI054,WH-East,02/01/2026 05:55,01-02-2026 01:07 PM,7.2,331.7,km,RJ-10-DF-8002,DRV773,331.7,2026-01-02 05:55:00,2026-01-02 13:07:00,7.2,False,RJ-10-DF-8002,RJ10DF8002,M054,Nangloi Jat Grain Market,Saharanpur,,Direct
TRP008785,MANDI011,WH-East,2026-08-13T19:09:13,14-Aug-2026 00:21:13,5.2,254.0 KM,,HR40-AB-9724,DRV948,254.0,2026-08-13 19:09:13,2026-08-14 00:21:13,5.2,False,HR40-AB-9724,HR40AB9724,MANDI011,Arrah Mandi,Patiala,Punjab,Unknown
TRP007802,MANDI024,WH-West,09-09-2026 11:18 AM,2026-09-10T00:06:49,,629.8,km,DL 85 CD 5807,DRV428,629.8,2026-09-09 11:18:00,2026-09-10 00:06:49,12.81,True,DL 85 CD 5807,DL85CD5807,024,Jaipur Mandi,Karnal,Haryana,APMC
TRP001573,MANDI032,Export-Terminal,03-Sep-2026 04:17:03,03/09/2026 07:29,3.2,130.1 KM,,RJ 49 CD 4827,DRV500,130.1,2026-09-03 04:17:03,2026-09-03 07:29:00,3.2,False,RJ 49 CD 4827,RJ49CD4827,mandi_032,Chapra Grain Market,,Haryana,Private
TRP000025,MANDI026,WH-Central,18-Jul-2026 16:33:21,,2.6,69.1585923,miles,DL86-BC-9195,DRV870,111.3,2026-07-18 16:33:21,,2.6,False,DL86-BC-9195,DL86BC9195,MANDI026,Tadipatri Mandi,Hisar,Haryana,Private
TRP003364,MANDI053,WH-West,2026-04-25 13:37:13,04-26-2026 12:43 AM,11.1,505.6,km,HR-76-DF-3911,,505.6,2026-04-25 13:37:13,2026-04-26 00:43:00,11.1,False,HR-76-DF-3911,HR76DF3911,mandi_053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP001089,MANDI022,WH-North,07-09-2026 07:14 PM,10-Jul-2026 08:14:26,13.0 hrs,701.0 KM,,PB 13 DF 1278,DRV835,701.0,2026-07-09 19:14:00,2026-07-10 08:14:26,13.0,False,PB 13 DF 1278,PB13DF1278,mandi_022,Eluru APMC,Karnal,Haryana,Unknown
TRP004675,MANDI005,WH-West,07/09/2026 03:04,07-Sep-2026 06:16:34,3.2,176.7 KM,,UP-54-DF-1370,DRV768,176.7,2026-09-07 03:04:00,2026-09-07 06:16:34,3.2,False,UP-54-DF-1370,UP54DF1370,MANDI-005,Bhilwara Grain Market,Amritsar,Punjab,Direct
TRP002695,MANDI011,Export-Terminal,11/06/2026,2026-06-11T22:43:27,18.5,909.2,km,,DRV185,909.2,2026-06-11 00:00:00,2026-06-11 22:43:27,18.5,False,,,mandi_011,Arrah Mandi,Patiala,Punjab,Unknown
TRP008216,MANDI048,WH-Central,2026-05-13T15:49:04,05-14-2026 01:49 AM,10.0,464.3,km,HR62-DF-9311,DRV836,464.3,2026-05-13 15:49:04,2026-05-14 01:49:00,10.0,False,HR62-DF-9311,HR62DF9311,mandi048,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
TRP003399,MANDI055,WH-North,2026-08-20 18:09:12,21-Aug-2026 09:51:12,15.7,652.2,km,UP-80-DF-5313,DRV804,652.2,2026-08-20 18:09:12,2026-08-21 09:51:12,15.7,False,UP-80-DF-5313,UP80DF5313,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP003560,MANDI019,WH-North,2026-03-24T15:29:16,25-Mar-2026 13:17:16,21.8,1162.4,km,up 61-AB-6866,,1162.4,2026-03-24 15:29:16,2026-03-25 13:17:16,21.8,False,up 61-AB-6866,UP61AB6866,MANDI-019,Karimnagar Grain Market,Moga,Punjab,Private
TRP009523,MANDI047,WH-South,2026-05-09 16:48:44,,,1119.0,km,rj 49-BC-5105,,1119.0,2026-05-09 16:48:44,,,False,rj 49-BC-5105,RJ49BC5105,MANDI-047,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
TRP002842,MANDI050,WH-East,2026-01-02 05:53:31,,11.1,550.0,km,DL-76-CD-1886,DRV622,550.0,2026-01-02 05:53:31,,11.1,False,DL-76-CD-1886,DL76CD1886,MANDI-050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP002312,MANDI008,WH-West,2026-01-22T06:44:24,,2.5,102.1,km,HR 51 BC 2110,DRV180,102.1,2026-01-22 06:44:24,,2.5,False,HR 51 BC 2110,HR51BC2110,MANDI008,Bijapur Market,Amritsar,Punjab,APMC
TRP009366,MANDI005,WH-East,2026-03-06 22:17:51,07/03/2026 03:11,4.9,163.48271010000002,miles,,DRV181,263.1,2026-03-06 22:17:51,2026-03-07 03:11:00,4.9,False,,,MANDI005,Bhilwara Grain Market,Amritsar,Punjab,Direct
TRP003235,MANDI052,WH-Central,2026-06-09T04:31:10,2026-06-09T17:55:10,13.4,777.5,km,,DRV564,777.5,2026-06-09 04:31:10,2026-06-09 17:55:10,13.4,False,,,MANDI-052,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
TRP004153,MANDI026,WH-Central,16/01/2026 15:09,2026-01-17 11:21:45,20.2,1052.8,km,hr 78-AB-9692,DRV309,1052.8,2026-01-16 15:09:00,2026-01-17 11:21:45,20.2,False,hr 78-AB-9692,HR78AB9692,MANDI026,Tadipatri Mandi,Hisar,Haryana,Private
TRP001310,MANDI018,WH-East,25/06/2026,06-26-2026 12:53 PM,14.2,606.4,km,UP-13-CD-6480,DRV843,606.4,2026-06-25 00:00:00,2026-06-26 12:53:00,14.2,False,UP-13-CD-6480,UP13CD6480,MANDI-018,Jaunpur Mandi,Moga,Punjab,Unknown
TRP000696,MANDI045,WH-South,2026-08-01 08:52:57,2026-08-01 23:46:57,14.9,655.8,km,RJ-29-BC-8335,DRV875,655.8,2026-08-01 08:52:57,2026-08-01 23:46:57,14.9,False,RJ-29-BC-8335,RJ29BC8335,MANDI045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP007272,MANDI024,WH-North,07/01/2026 17:52,2026-01-07T22:58:31,5.1,301.8,km,HR-25-BC-7798,,301.8,2026-01-07 17:52:00,2026-01-07 22:58:31,5.1,False,HR-25-BC-7798,HR25BC7798,MANDI024,Jaipur Mandi,Karnal,Haryana,APMC
TRP003753,MANDI011,WH-East,15/08/2026,,5.1,143.4745639,miles,HR-51-BC-1464,,230.9,2026-08-15 00:00:00,,5.1,False,HR-51-BC-1464,HR51BC1464,mandi011,Arrah Mandi,Patiala,Punjab,Unknown
TRP006338,MANDI055,WH-South,01-02-2026 02:29 PM,2026-01-03T04:35:02,14.1,820.0,km,HR-97-DF-7444,DRV101,820.0,2026-01-02 14:29:00,2026-01-03 04:35:02,14.1,False,HR-97-DF-7444,HR97DF7444,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP001228,MANDI044,WH-East,05/05/2026 17:23,,2.3 hrs,70.214923,miles,pb 93-CD-8736,DRV917,113.0,2026-05-05 17:23:00,,2.3,False,pb 93-CD-8736,PB93CD8736,MANDI-044,Dehri Mandi,Agra,Uttar Pradesh,APMC
TRP002000,MANDI046,Export-Terminal,08-Apr-2026 11:17:11,04-09-2026 08:41 AM,21.4,988.9,km,DL-67-BC-6508,DRV338,988.9,2026-04-08 11:17:11,2026-04-09 08:41:00,21.4,False,DL-67-BC-6508,DL67BC6508,046,Baranagar Market,,Uttar Pradesh,Private
TRP000277,MANDI011,WH-West,03-05-2026 10:38 AM,05-Mar-2026 16:50:49,6.2,274.4,km,PB 26 AB 9717,DRV988,274.4,2026-03-05 10:38:00,2026-03-05 16:50:49,6.2,False,PB 26 AB 9717,PB26AB9717,MANDI011,Arrah Mandi,Patiala,Punjab,Unknown
TRP007382,MANDI033,WH-Central,21-Apr-2026 12:54:39,2026-04-22T00:42:39,11.8,679.1,km,,DRV849,679.1,2026-04-21 12:54:39,2026-04-22 00:42:39,11.8,False,,,MANDI033,South Dumdum Grain Market,Ambala,Haryana,APMC
TRP007707,MANDI031,WH-Central,05-13-2026 01:48 PM,05-14-2026 12:12 AM,10.4 hrs,571.0 KM,,HR-67-DF-9765,DRV805,571.0,2026-05-13 13:48:00,2026-05-14 00:12:00,10.4,False,HR-67-DF-9765,HR67DF9765,031,Nangloi Jat Mandi,Sirsa,Haryana,APMC
TRP005930,MANDI055,WH-East,08/03/2026 20:23,2026-03-09 12:23:19,16.0,880.8,km,dl 47-CD-8400,DRV144,880.8,2026-03-08 20:23:00,2026-03-09 12:23:19,16.0,False,dl 47-CD-8400,DL47CD8400,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP002954,MANDI055,WH-Central,27-Apr-2026 05:36:44,27-Apr-2026 16:06:44,10.5,626.7,km,HR49-AB-5563,DRV296,626.7,2026-04-27 05:36:44,2026-04-27 16:06:44,10.5,False,HR49-AB-5563,HR49AB5563,mandi_055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP003638,MANDI021,Export-Terminal,2026-07-23 21:25:16,24/07/2026 05:13,7.8,422.5 KM,,DL-29-AB-7641,,422.5,2026-07-23 21:25:16,2026-07-24 05:13:00,7.8,False,DL-29-AB-7641,DL29AB7641,MANDI021,Guna Mandi,Ferozepur,Punjab,APMC
TRP003907,MANDI051,WH-North,2026-06-22T13:23:44,,8.2,468.8,km,,DRV780,468.8,2026-06-22 13:23:44,,8.2,False,,,mandi051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP004779,MANDI001,WH-West,13/07/2026,2026-07-14T00:10:14,17.9,1045.3,km,PB67-AB-3241,DRV626,1045.3,2026-07-13 00:00:00,2026-07-14 00:10:14,17.9,False,PB67-AB-3241,PB67AB3241,M001,Hyderabad Mandi,Ludhiana,Punjab,Private
TRP005846,MANDI001,Export-Terminal,2026-01-29 23:12:52,2026-01-30 09:12:52,10.0,493.6 KM,,DL 95 DF 9846,DRV324,493.6,2026-01-29 23:12:52,2026-01-30 09:12:52,10.0,False,DL 95 DF 9846,DL95DF9846,mandi_001,Hyderabad Mandi,Ludhiana,Punjab,Private
TRP004118,MANDI040,WH-North,07/02/2026 18:31,2026-02-08 08:49:00,14.3,728.1 KM,,UP 74 CD 8255,DRV317,728.1,2026-02-07 18:31:00,2026-02-08 08:49:00,14.3,False,UP 74 CD 8255,UP74CD8255,MANDI040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP007654,MANDI019,Export-Terminal,10/02/2026 21:59,,12.6,595.7,km,HR-18-CD-6593,DRV472,595.7,2026-02-10 21:59:00,,12.6,False,HR-18-CD-6593,HR18CD6593,mandi_019,Karimnagar Grain Market,Moga,Punjab,Private
TRP001138,MANDI049,WH-West,15/06/2026 03:14,06-15-2026 06:02 PM,14.8,771.0,km,,DRV474,771.0,2026-06-15 03:14:00,2026-06-15 18:02:00,14.8,False,,,MANDI049,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
TRP002768,MANDI004,WH-East,10-Feb-2026 03:55:42,10-Feb-2026 21:55:42,18.0,658.7775342,miles,PB 37 DF 4586,DRV444,1060.2,2026-02-10 03:55:42,2026-02-10 21:55:42,18.0,False,PB 37 DF 4586,PB37DF4586,004,Khandwa Grain Market,Ludhiana,Punjab,APMC
TRP002335,MANDI012,WH-South,03-03-2026 12:10 PM,2026-03-04 03:22:05,15.2,824.7,km,pb 55-DF-2344,DRV264,824.7,2026-03-03 12:10:00,2026-03-04 03:22:05,15.2,False,pb 55-DF-2344,PB55DF2344,MANDI012,Gaya Grain Market,Patiala,Punjab,Unknown
TRP008464,MANDI023,Export-Terminal,2026-08-15 18:37:07,16/08/2026 11:13,16.6,723.1,km,PB90-CD-8290,DRV979,723.1,2026-08-15 18:37:07,2026-08-16 11:13:00,16.6,False,PB90-CD-8290,PB90CD8290,MANDI023,Panihati APMC,Karnal,Haryana,Private
TRP000943,MANDI019,WH-South,31/07/2026 11:29,01/08/2026,23.3,975.8,km,hr 59-BC-8273,DRV389,975.8,2026-07-31 11:29:00,2026-08-01 00:00:00,23.3,False,hr 59-BC-8273,HR59BC8273,MANDI019,Karimnagar Grain Market,Moga,Punjab,Private
TRP007364,MANDI056,WH-West,2026-02-03 04:56:16,2026-02-03 09:20:16,-4.4,205.9,km,,DRV793,205.9,2026-02-03 04:56:16,2026-02-03 09:20:16,4.4,True,,,mandi_056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP002491,MANDI002,WH-North,09-Jan-2026 14:53:22,2026-01-09T23:29:22,8.6,346.7,km,pb 81-BC-1053,DRV121,346.7,2026-01-09 14:53:22,2026-01-09 23:29:22,8.6,False,pb 81-BC-1053,PB81BC1053,MANDI-002,Solapur Mandi,Ludhiana,,APMC
TRP009754,MANDI056,WH-West,07/01/2026 09:12,08-Jan-2026 06:00:49,20.8,896.6,km,RJ-99-CD-1117,DRV338,896.6,2026-01-07 09:12:00,2026-01-08 06:00:49,20.8,False,RJ-99-CD-1117,RJ99CD1117,MANDI-056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP006291,MANDI038,WH-South,12/05/2026 19:18,13/05/2026 15:00,19.7,1069.6 KM,,RJ 61 DF 5833,DRV460,1069.6,2026-05-12 19:18:00,2026-05-13 15:00:00,19.7,False,RJ 61 DF 5833,RJ61DF5833,mandi_038,Jalandhar Mandi,Kurukshetra,Haryana,Private
TRP004936,MANDI027,WH-West,2026-02-17T05:03:46,02-17-2026 07:27 AM,2.4,113.9 KM,,up 82-CD-8630,DRV180,113.9,2026-02-17 05:03:46,2026-02-17 07:27:00,2.4,False,up 82-CD-8630,UP82CD8630,M027,Kochi APMC,Hisar,Haryana,APMC
TRP003936,MANDI056,WH-Central,08-22-2026 07:51 AM,22/08/2026 17:27,9.6,451.4,km,hr 25-BC-3258,DRV436,451.4,2026-08-22 07:51:00,2026-08-22 17:27:00,9.6,False,hr 25-BC-3258,HR25BC3258,MANDI056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP006881,MANDI029,WH-East,2026-04-17T19:20:24,,,912.4,km,HR 15 BC 3455,DRV504,912.4,2026-04-17 19:20:24,,,False,HR 15 BC 3455,HR15BC3455,MANDI029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP009796,MANDI026,WH-East,2026-04-24 23:02:15,25-Apr-2026 09:56:15,10.9 hrs,616.1,km,UP 62 AB 4082,DRV313,616.1,2026-04-24 23:02:15,2026-04-25 09:56:15,10.9,False,UP 62 AB 4082,UP62AB4082,MANDI026,Tadipatri Mandi,Hisar,Haryana,Private
TRP002385,MANDI052,WH-North,10/04/2026 23:17,11/04/2026 19:29,20.2,1117.9 KM,,DL-34-AB-7485,DRV307,1117.9,2026-04-10 23:17:00,2026-04-11 19:29:00,20.2,False,DL-34-AB-7485,DL34AB7485,MANDI-052,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
TRP007085,MANDI011,WH-South,30-Apr-2026 11:23:50,2026-04-30T23:29:50,12.1,562.2,km,RJ47-CD-9512,DRV499,562.2,2026-04-30 11:23:50,2026-04-30 23:29:50,12.1,False,RJ47-CD-9512,RJ47CD9512,011,Arrah Mandi,Patiala,Punjab,Unknown
TRP000116,MANDI035,WH-West,19/01/2026,2026-01-19 08:02:36,3.5,191.6,km,DL-20-CD-9526,DRV756,191.6,2026-01-19 00:00:00,2026-01-19 08:02:36,3.5,False,DL-20-CD-9526,DL20CD9526,mandi035,Guntakal Mandi,Ambala,Haryana,APMC
TRP001864,MANDI007,WH-North,06-22-2026 01:51 AM,22-Jun-2026 20:09:35,18.3,761.4,km,RJ12-DF-7793,DRV691,761.4,2026-06-22 01:51:00,2026-06-22 20:09:35,18.3,False,RJ12-DF-7793,RJ12DF7793,mandi_007,Nashik Mandi,Amritsar,Punjab,Private
TRP003120,MANDI010,WH-West,2026-05-19T11:27:11,05-20-2026 07:51 AM,20.4,866.1,km,DL95-BC-8632,DRV533,866.1,2026-05-19 11:27:11,2026-05-20 07:51:00,20.4,False,DL95-BC-8632,DL95BC8632,MANDI-010,Dhule APMC,Jalandhar,Punjab,Direct
